Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
2017-11-18,"Kimchi","0.85 FDA Serving Size",14.10,0.00,0.00,67.51,0.03,0.05,0.62,0.07,0.12,0.02,30.17,1798.57,26.93,0.00,0.10,26.66,52.11,0.04,0.52,10.47,0.10,27.04,153.12,0.52,122.31,0.14,2.11,0.61,0.33,0.94,1.51,0.26,0.00,0.03,0.07,0.04,0.11,0.05,0.00,0.02,0.03,0.07,0.09,0.09,0.02,0.05,1.34,0.05,0.02,0.03,0.06
2017-11-18,"Radish, Raw","12.00 medium - 3/4"" to 1"" diameter",8.64,0.00,0.00,51.45,0.01,0.02,0.14,0.09,0.04,0.00,13.50,3.78,7.99,0.00,0.00,0.76,13.50,0.03,0.18,5.40,0.04,10.80,125.82,0.32,21.06,0.15,1.84,0.86,0.00,1.00,0.97,0.05,0.00,0.01,0.02,0.01,0.03,0.02,0.00,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.37,0.01,0.00,0.00,0.02
2017-11-18,"Coop, 85% Cocoa Dark Chocolate","1.00 oz",175.64,,,,,,,,,,,,,,,,,,,,,,,,1.13,,7.37,3.23,,4.31,4.14,14.74,,,,,,9.07,,,,,,,,,2.38,,,,
2017-11-18,"Turkey Breast, Skin Removed Before Cooking","1.00 cup",360.79,0.00,0.00,166.60,0.09,0.50,28.84,2.21,1.98,0.96,22.09,27.00,0.00,24.54,0.15,0.00,22.09,0.15,1.74,78.54,0.03,564.51,611.14,74.12,242.98,4.22,0.00,0.00,0.00,0.00,0.00,5.11,196.35,1.54,0.08,1.17,1.30,1.46,0.06,0.62,1.79,1.90,4.59,5.46,1.73,2.13,73.95,2.40,0.70,1.97,2.12
2017-11-19,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-19,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2017-11-19,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-19,"Spring Valley, Magnesium Citrate","1.00 capsule",,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-19,"Kimchi","0.75 cup, cut pieces",21.94,0.00,0.00,105.01,0.04,0.07,0.96,0.11,0.19,0.03,46.93,2797.77,41.88,0.00,0.16,41.47,81.06,0.06,0.80,16.29,0.16,42.06,238.18,0.82,190.26,0.22,3.28,0.94,0.51,1.46,2.34,0.40,0.00,0.05,0.11,0.07,0.18,0.07,0.00,0.03,0.04,0.10,0.14,0.14,0.03,0.07,2.08,0.08,0.02,0.05,0.10
2017-11-19,"Chicken Drumstick, Skin Eaten","5.40 medium",645.19,0.00,0.00,193.12,0.18,1.14,22.25,3.14,1.35,5.20,28.19,147.20,0.00,46.98,0.25,0.00,53.24,0.39,4.54,84.56,0.05,673.38,714.10,94.59,328.86,10.49,0.22,0.00,0.00,0.00,0.22,31.16,419.69,11.26,0.53,8.27,8.98,9.18,0.43,0.79,2.22,2.36,5.72,6.78,2.15,2.69,85.41,2.98,0.86,2.43,2.69
2017-11-19,"Kraft, cheese, cheddar, jalapeno white, big slice","2.57 Slice",231.43,0.00,,,,,,,,,,771.43,0.00,,,,385.71,,0.00,,,,,,347.14,,0.00,0.00,,0.00,0.00,18.00,51.43,,,,,11.57,,,,,,,,,12.86,,,,
2017-11-19,"Macadamia Nuts, Roasted, Salted","0.93 FDA Serving Size",200.48,0.00,0.00,0.45,0.20,0.02,0.64,0.17,0.10,0.00,2.80,0.00,0.20,0.00,0.16,0.00,19.60,0.16,0.74,33.04,0.85,55.44,101.64,3.28,98.84,0.36,3.59,2.24,0.29,1.16,1.35,21.30,0.00,16.60,0.05,0.36,0.42,3.35,0.00,0.00,0.05,0.09,0.17,0.01,0.01,0.18,2.18,0.10,0.02,0.14,0.10
2017-11-19,"Broccoli, Cooked from Frozen","2.00 FDA Serving Size",47.60,0.00,0.00,154.22,0.09,0.14,0.78,0.47,0.22,0.00,95.20,1718.70,68.17,0.00,1.92,149.77,56.10,0.06,1.04,22.10,0.38,83.30,241.40,1.19,18.70,0.48,9.09,5.10,1.16,2.50,3.99,0.20,0.00,0.01,0.07,0.02,0.09,0.03,0.00,0.04,0.09,0.21,0.25,0.27,0.06,0.16,5.27,0.17,0.05,0.12,0.24
2017-11-19,"Walnuts","1.37 tbsp, chopped",65.40,0.00,0.00,0.41,0.03,0.02,0.11,0.06,0.05,0.00,9.80,2.00,0.13,0.00,0.07,0.27,9.80,0.16,0.29,15.80,0.34,34.60,44.10,0.49,0.20,0.31,1.37,0.67,0.01,0.26,0.70,6.52,0.00,0.89,0.91,3.81,4.72,0.61,0.00,0.02,0.04,0.06,0.12,0.04,0.02,0.07,1.52,0.06,0.02,0.04,0.08
2017-11-19,"Turkey Breast, Skin Removed Before Cooking","1.05 cup, cut pieces",208.37,0.00,0.00,96.22,0.05,0.29,16.66,1.28,1.14,0.55,12.76,15.59,0.00,14.17,0.09,0.00,12.76,0.09,1.01,45.36,0.02,326.02,352.95,42.81,140.33,2.44,0.00,0.00,0.00,0.00,0.00,2.95,113.40,0.89,0.05,0.67,0.75,0.84,0.03,0.36,1.04,1.10,2.65,3.15,1.00,1.23,42.71,1.39,0.41,1.14,1.22
2017-11-19,"Green Giant, Mashed Cauliflower, Cheddar & Bacon","2.00 1/2 cup",180.00,,,,,,,,,,,200.00,36.00,,,,120.00,,0.72,,,,,,920.00,,12.00,4.00,,6.00,8.00,12.00,40.00,,,,,7.00,0.00,,,,,,,,6.00,,,,
2017-11-19,"Cheddar Cheese, Natural","0.75 cup, grated",343.60,0.00,0.00,31.48,0.02,0.36,0.05,0.35,0.06,0.94,22.96,1056.30,0.00,20.41,0.60,2.04,603.84,0.03,0.12,22.96,0.02,386.97,64.64,24.24,555.37,3.10,2.63,0.00,0.00,0.41,2.63,28.33,84.20,7.03,0.12,1.04,1.21,16.05,0.78,0.10,0.47,1.03,1.65,0.87,0.47,0.91,19.45,0.89,0.47,0.94,1.19
2017-11-20,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2017-11-20,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,"Aldi-benner Company, Southern Grove, Sunflower Kernels, Roasted & Salted","1.00 x 0.25 cup",180.04,,,,,,,,,,,0.00,0.00,,,,19.88,,1.44,,,,,,210.00,,4.00,3.00,,1.00,1.01,14.00,0.00,,,,,2.00,0.00,,,,,,,,8.00,,,,
2017-11-20,"Walnuts","0.93 Serving (6 tbsp, ground)",183.12,0.00,0.00,1.14,0.10,0.04,0.31,0.16,0.15,0.00,27.44,5.60,0.36,0.00,0.20,0.76,27.44,0.44,0.81,44.24,0.96,96.88,123.48,1.37,0.56,0.87,3.84,1.88,0.02,0.73,1.96,18.26,0.00,2.50,2.54,10.67,13.21,1.72,0.00,0.06,0.11,0.18,0.33,0.12,0.07,0.20,4.26,0.17,0.05,0.11,0.21
2017-11-20,"Chicken Drumstick, Skin Eaten","3.20 medium",382.34,0.00,0.00,114.44,0.11,0.68,13.18,1.86,0.80,3.08,16.70,87.23,0.00,27.84,0.15,0.00,31.55,0.23,2.69,50.11,0.03,399.04,423.17,56.05,194.88,6.22,0.13,0.00,0.00,0.00,0.13,18.47,248.70,6.67,0.31,4.90,5.32,5.44,0.25,0.47,1.32,1.40,3.39,4.02,1.27,1.59,50.61,1.77,0.51,1.44,1.59
2017-11-20,"Walnuts","0.94 Serving (6 tbsp, ground)",185.41,0.00,0.00,1.15,0.10,0.04,0.32,0.16,0.15,0.00,27.78,5.67,0.37,0.00,0.20,0.77,27.78,0.45,0.82,44.79,0.97,98.09,125.02,1.39,0.57,0.88,3.89,1.90,0.02,0.74,1.99,18.49,0.00,2.53,2.57,10.80,13.37,1.74,0.00,0.06,0.11,0.18,0.33,0.12,0.07,0.20,4.32,0.17,0.05,0.12,0.21
2017-11-20,"Chicken Drumstick, Skin Eaten","4.30 medium",513.76,0.00,0.00,153.78,0.14,0.91,17.71,2.50,1.07,4.14,22.45,117.22,0.00,37.41,0.20,0.00,42.40,0.31,3.62,67.34,0.04,536.21,568.63,75.32,261.87,8.35,0.17,0.00,0.00,0.00,0.17,24.82,334.20,8.96,0.42,6.58,7.15,7.31,0.34,0.63,1.77,1.88,4.56,5.40,1.71,2.14,68.01,2.37,0.69,1.94,2.14
2017-11-20,"Havarti Cheese","0.51 cup, grated",243.42,0.00,0.00,21.52,0.02,0.19,0.04,0.24,0.04,0.48,10.56,762.50,0.00,6.96,0.17,1.62,333.89,0.02,0.11,16.11,0.01,234.09,25.73,8.06,435.26,1.80,0.69,0.06,0.00,0.63,0.63,21.32,63.63,5.97,0.27,0.43,0.70,13.82,0.51,0.07,0.29,0.64,1.03,0.55,0.29,0.57,12.19,0.56,0.29,0.59,0.75
2017-11-20,"Whiskey","2.00 jigger/shot - each 1.5 fl oz",192.65,27.86,0.00,55.54,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.00,0.02,3.34,1.67,0.00,0.83,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-11-20,"On The Border, salad, house, without dressing, kids'","4.00 Kids'",40.00,0.00,,,,,,,,,,,,,,,,,,,,,,,20.00,,8.00,4.00,,,4.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,0.00,,,,
2017-11-20,"Kraft, Ranch Dressing","3.00 tbsp",184.03,0.00,0.00,22.30,0.00,0.00,0.01,0.01,0.01,0.00,0.63,0.00,0.14,0.00,1.71,35.99,3.77,0.01,0.08,1.26,0.02,4.66,12.75,9.11,630.91,0.04,0.87,0.14,0.34,0.06,0.73,20.16,0.00,5.04,1.31,9.91,11.22,3.14,0.10,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.15,0.00,0.00,0.00,0.00
2017-11-21,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2017-11-21,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,"Mac Farms, Macadamia Nuts, Dry Roasted With Sea Salt","2.00 oz",383.55,,,,0.75,,,,,,,0.00,0.00,,,,0.00,,3.00,,2.33,,,,133.41,,5.00,3.34,,3.34,1.67,43.36,,,,,,6.67,0.00,,,,,,,,5.00,,,,
2017-11-21,"Walnuts","0.70 cup, ground",366.24,0.00,0.00,2.28,0.19,0.08,0.63,0.32,0.30,0.00,54.88,11.20,0.73,0.00,0.39,1.51,54.88,0.89,1.63,88.48,1.91,193.76,246.96,2.74,1.12,1.73,7.68,3.75,0.03,1.46,3.93,36.52,0.00,5.00,5.08,21.33,26.42,3.43,0.00,0.12,0.22,0.35,0.66,0.24,0.13,0.40,8.53,0.33,0.10,0.23,0.42
2017-11-21,"Morton, Salt Mixture, Lite","2.00 x 0.25 Teaspoon",0.01,0.00,,,,,,,,0.00,,,,,,,1.12,,,1.68,,,708.40,,551.60,,0.03,,,,0.03,0.03,,,,,,,,,,,,,,,0.00,,,,
2017-11-21,"Chicken Drumstick, Skin Eaten","3.20 medium",382.34,0.00,0.00,114.44,0.11,0.68,13.18,1.86,0.80,3.08,16.70,87.23,0.00,27.84,0.15,0.00,31.55,0.23,2.69,50.11,0.03,399.04,423.17,56.05,194.88,6.22,0.13,0.00,0.00,0.00,0.13,18.47,248.70,6.67,0.31,4.90,5.32,5.44,0.25,0.47,1.32,1.40,3.39,4.02,1.27,1.59,50.61,1.77,0.51,1.44,1.59
2017-11-21,"Chicken Breast, Skin Removed Before Cooking","0.98 medium - split",202.41,0.00,0.00,75.77,0.08,0.14,14.53,1.14,0.70,0.40,4.68,33.93,0.00,5.85,0.32,0.35,17.55,0.06,1.24,31.59,0.02,252.72,288.99,28.55,90.09,1.44,0.00,0.00,0.00,0.00,0.00,5.28,99.45,1.80,0.12,0.96,1.15,1.49,0.11,0.46,1.12,1.91,2.71,3.07,1.00,1.43,36.16,1.53,0.42,1.22,1.79
2017-11-21,"Chicken Drumstick, Skin Eaten","3.20 medium",382.34,0.00,0.00,114.44,0.11,0.68,13.18,1.86,0.80,3.08,16.70,87.23,0.00,27.84,0.15,0.00,31.55,0.23,2.69,50.11,0.03,399.04,423.17,56.05,194.88,6.22,0.13,0.00,0.00,0.00,0.13,18.47,248.70,6.67,0.31,4.90,5.32,5.44,0.25,0.47,1.32,1.40,3.39,4.02,1.27,1.59,50.61,1.77,0.51,1.44,1.59
2017-11-21,"Broccoli, Cooked from Frozen","4.00 FDA Serving Size",95.20,0.00,0.00,308.45,0.19,0.28,1.56,0.93,0.44,0.00,190.40,3437.40,136.34,0.00,3.84,299.54,112.20,0.12,2.07,44.20,0.76,166.60,482.80,2.38,37.40,0.95,18.19,10.20,2.31,5.00,7.99,0.41,0.00,0.03,0.14,0.04,0.19,0.06,0.00,0.07,0.19,0.41,0.49,0.53,0.13,0.32,10.54,0.34,0.11,0.24,0.48
2017-11-21,"Havarti Cheese","0.53 cup, grated",251.81,0.00,0.00,22.26,0.02,0.20,0.04,0.25,0.04,0.50,10.92,788.79,0.00,7.20,0.17,1.68,345.40,0.02,0.11,16.67,0.01,242.16,26.62,8.34,450.26,1.87,0.71,0.06,0.00,0.65,0.65,22.06,65.82,6.18,0.28,0.44,0.72,14.29,0.53,0.07,0.30,0.66,1.07,0.57,0.30,0.59,12.61,0.58,0.30,0.61,0.77
2017-11-21,"Whiskey","2.00 jigger/shot - each 1.5 fl oz",192.65,27.86,0.00,55.54,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.00,0.02,3.34,1.67,0.00,0.83,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-11-22,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2017-11-22,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,"Macadamia Nuts, Roasted, Salted","0.94 FDA Serving Size",202.98,0.00,0.00,0.46,0.20,0.02,0.64,0.17,0.10,0.00,2.83,0.00,0.20,0.00,0.16,0.00,19.84,0.16,0.75,33.45,0.86,56.13,102.91,3.32,100.07,0.37,3.64,2.27,0.30,1.17,1.37,21.57,0.00,16.80,0.06,0.37,0.42,3.39,0.00,0.00,0.05,0.09,0.17,0.01,0.01,0.19,2.21,0.10,0.02,0.14,0.10
2017-11-22,"Walnuts","1.06 cup, ground",556.22,0.00,0.00,3.46,0.29,0.13,0.96,0.48,0.46,0.00,83.35,17.01,1.11,0.00,0.60,2.30,83.35,1.35,2.47,134.38,2.90,294.27,375.06,4.17,1.70,2.63,11.66,5.70,0.05,2.22,5.96,55.46,0.00,7.60,7.72,32.40,40.12,5.21,0.00,0.18,0.33,0.53,1.00,0.36,0.20,0.60,12.95,0.51,0.14,0.35,0.64
2017-11-22,"Slim Jim, Smoked Snack Sticks, Mild","3.00 stick",120.00,,,,,,,,,,,225.00,0.00,,,,30.00,,0.54,,,,112.50,,412.50,,3.75,0.04,,0.75,3.71,9.75,22.50,,,,,3.38,0.00,,,,,,,,5.25,,,,
2017-11-22,"Aldi-benner Company, Southern Grove, Sunflower Kernels, Roasted & Salted","1.00 x 0.25 cup",180.04,,,,,,,,,,,0.00,0.00,,,,19.88,,1.44,,,,,,210.00,,4.00,3.00,,1.00,1.01,14.00,0.00,,,,,2.00,0.00,,,,,,,,8.00,,,,
2017-11-22,"Chicken Drumstick, Skin Eaten","4.30 medium",513.76,0.00,0.00,153.78,0.14,0.91,17.71,2.50,1.07,4.14,22.45,117.22,0.00,37.41,0.20,0.00,42.40,0.31,3.62,67.34,0.04,536.21,568.63,75.32,261.87,8.35,0.17,0.00,0.00,0.00,0.17,24.82,334.20,8.96,0.42,6.58,7.15,7.31,0.34,0.63,1.77,1.88,4.56,5.40,1.71,2.14,68.01,2.37,0.69,1.94,2.14
2017-11-22,"Whiskey","2.00 jigger/shot - each 1.5 fl oz",192.65,27.86,0.00,55.54,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.00,0.02,3.34,1.67,0.00,0.83,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-11-22,"Spinach, Raw","0.94 cup, cut pieces",6.52,0.00,0.00,25.91,0.02,0.05,0.21,0.02,0.06,0.00,55.00,2658.33,7.97,0.00,0.56,136.90,28.07,0.04,0.77,22.40,0.25,13.89,158.19,0.28,22.40,0.15,1.03,0.62,0.03,0.12,0.41,0.11,0.00,0.00,0.04,0.01,0.05,0.02,0.00,0.01,0.02,0.04,0.06,0.05,0.02,0.04,0.81,0.03,0.01,0.03,0.05
2017-11-22,"Kale, Raw","0.33 FDA Serving Size",13.89,0.00,0.00,23.82,0.03,0.04,0.28,0.03,0.08,0.00,39.97,2832.12,34.02,0.00,0.44,199.81,42.52,0.42,0.42,13.32,0.19,26.08,139.20,0.26,10.77,0.16,2.48,1.02,0.14,0.64,1.46,0.26,0.00,0.01,0.05,0.04,0.10,0.03,0.00,0.01,0.02,0.06,0.07,0.06,0.01,0.05,1.21,0.04,0.01,0.03,0.05
2017-11-22,"Broccoli, Cooked from Frozen","2.00 FDA Serving Size",47.60,0.00,0.00,154.22,0.09,0.14,0.78,0.47,0.22,0.00,95.20,1718.70,68.17,0.00,1.92,149.77,56.10,0.06,1.04,22.10,0.38,83.30,241.40,1.19,18.70,0.48,9.09,5.10,1.16,2.50,3.99,0.20,0.00,0.01,0.07,0.02,0.09,0.03,0.00,0.04,0.09,0.21,0.25,0.27,0.06,0.16,5.27,0.17,0.05,0.12,0.24
2017-11-22,"Radish, Raw","1.23 cup",36.29,0.00,0.00,216.07,0.03,0.09,0.58,0.37,0.16,0.00,56.70,15.88,33.57,0.00,0.00,3.18,56.70,0.11,0.77,22.68,0.16,45.36,528.44,1.36,88.45,0.64,7.71,3.63,0.00,4.22,4.08,0.23,0.00,0.04,0.07,0.04,0.11,0.07,0.00,0.02,0.03,0.05,0.07,0.07,0.02,0.08,1.54,0.05,0.02,0.02,0.08
2017-11-22,"Eggs, Cooked","0.88 large",68.20,0.00,0.00,32.83,0.03,0.23,0.03,0.62,0.05,0.49,19.36,228.80,0.00,38.28,0.45,0.13,22.00,0.01,0.52,4.40,0.01,75.68,55.44,13.55,54.56,0.46,0.49,0.00,0.00,0.49,0.49,4.67,164.12,1.79,0.03,0.59,0.62,1.44,0.00,0.13,0.13,0.30,0.47,0.40,0.17,0.29,5.54,0.27,0.07,0.23,0.34
2017-11-22,"Egg Whites Only, Cooked","2.00 FDA Serving Size",52.00,0.00,0.00,87.57,0.00,0.44,0.11,0.19,0.01,0.09,4.00,0.00,0.00,0.00,0.00,0.00,7.00,0.02,0.08,11.00,0.01,15.00,163.00,20.00,166.00,0.03,0.73,0.00,0.00,0.71,0.73,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.66,1.02,0.81,0.40,0.69,10.90,0.45,0.13,0.46,0.81
2017-11-22,"Kimchi","0.73 FDA Serving Size",12.15,0.00,0.00,58.13,0.02,0.04,0.53,0.06,0.10,0.02,25.98,1548.77,23.19,0.00,0.09,22.96,44.87,0.03,0.44,9.02,0.09,23.29,131.85,0.45,105.32,0.12,1.82,0.52,0.28,0.81,1.30,0.22,0.00,0.03,0.06,0.04,0.10,0.04,0.00,0.01,0.02,0.06,0.08,0.08,0.02,0.04,1.15,0.04,0.01,0.03,0.05
2017-11-22,"Havarti Cheese","1.17 FDA Serving Size",146.89,0.00,0.00,12.99,0.01,0.12,0.02,0.14,0.02,0.29,6.37,460.13,0.00,4.20,0.10,0.98,201.48,0.01,0.07,9.72,0.00,141.26,15.53,4.87,262.65,1.09,0.42,0.04,0.00,0.38,0.38,12.87,38.39,3.61,0.16,0.26,0.42,8.34,0.31,0.04,0.18,0.39,0.62,0.33,0.18,0.35,7.36,0.34,0.18,0.36,0.45
2017-11-23,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-23,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-23,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2017-11-23,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-23,"Bacon, Pork","7.00 slice - 6"" long",262.08,0.00,0.00,13.24,0.31,0.13,5.86,0.62,0.30,0.61,0.00,20.72,0.00,9.52,0.24,0.00,6.16,0.06,0.53,17.36,0.01,217.28,279.44,28.39,943.04,1.71,0.95,0.00,0.00,0.50,0.95,19.65,55.44,8.70,0.15,3.08,3.42,6.70,0.08,0.22,0.78,0.91,1.58,1.70,0.52,0.80,19.00,0.84,0.23,0.76,0.97
2017-11-23,"Mushrooms, Raw","1.77 cup, whole pieces",37.42,0.00,0.00,157.25,0.14,0.68,6.14,2.55,0.18,0.07,28.92,0.00,3.57,11.91,0.02,0.00,5.10,0.54,0.85,15.31,0.08,146.28,540.91,15.82,8.50,0.88,5.55,1.70,1.00,3.37,3.84,0.58,0.00,0.00,0.00,0.27,0.27,0.09,0.00,0.02,0.10,0.13,0.20,0.18,0.05,0.14,5.26,0.18,0.06,0.07,0.39
2017-11-23,"Turkey wing, skin eaten","2.00 medium - from 12 1/2 lb turkey",796.92,0.00,0.00,207.03,0.17,0.47,19.95,2.03,1.46,1.18,20.88,396.72,0.00,13.92,0.59,0.00,83.52,0.19,5.08,87.00,0.07,685.56,925.68,104.05,212.28,7.31,0.00,0.00,0.00,0.00,0.00,43.26,281.88,16.22,0.72,9.22,10.23,11.80,0.87,1.10,2.77,4.62,7.24,8.39,2.61,3.68,95.28,4.09,1.03,3.48,4.88
2017-11-23,"Turkey, broiler, leg, meat and skin, roasted","2.00 1 leg",1167.41,0.00,0.00,369.15,0.31,1.52,36.24,7.29,0.93,9.90,53.06,,0.00,47.17,3.66,0.00,58.96,0.51,6.01,100.23,0.09,1267.64,1792.38,94.93,483.47,16.51,0.00,0.00,0.00,0.00,0.00,30.36,819.54,19.41,,,12.41,16.51,0.30,1.31,4.73,8.73,13.54,15.88,4.38,7.73,171.93,7.92,2.10,6.61,7.89
2017-11-23,"Walnuts","1.33 Serving (6 tbsp, ground)",261.60,0.00,0.00,1.63,0.14,0.06,0.45,0.23,0.21,0.00,39.20,8.00,0.52,0.00,0.28,1.08,39.20,0.63,1.16,63.20,1.37,138.40,176.40,1.96,0.80,1.24,5.48,2.68,0.02,1.04,2.80,26.08,0.00,3.57,3.63,15.24,18.87,2.45,0.00,0.08,0.16,0.25,0.47,0.17,0.09,0.28,6.09,0.24,0.07,0.16,0.30
2017-11-23,"Turkey Breast, Skin Removed Before Cooking","0.89 cup, cut pieces",176.40,0.00,0.00,81.46,0.04,0.25,14.10,1.08,0.97,0.47,10.80,13.20,0.00,12.00,0.07,0.00,10.80,0.08,0.85,38.40,0.01,276.00,298.80,36.24,118.80,2.06,0.00,0.00,0.00,0.00,0.00,2.50,96.00,0.75,0.04,0.57,0.63,0.71,0.03,0.30,0.88,0.93,2.24,2.67,0.85,1.04,36.16,1.17,0.34,0.96,1.03
2017-11-24,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
